2019-05-06 14:23:00,-3,2019-05-06 14:31:00
2019-05-07 09:40:00,3,2019-05-07 09:47:00
2019-05-07 10:42:00,3,2019-05-07 10:52:00
2019-05-07 13:34:00,-3,2019-05-07 13:40:00
2019-05-08 10:36:00,3,2019-05-08 10:46:00
2019-05-08 14:33:00,-3,2019-05-08 14:42:00
2019-05-09 11:17:00,-3,2019-05-09 13:02:00
2019-05-10 10:47:00,-3,2019-05-10 10:57:00
2019-05-10 13:56:00,3,2019-05-10 14:01:00
2019-05-13 11:23:00,-3,2019-05-13 11:29:00
2019-05-13 14:25:00,-3,2019-05-13 14:42:00
2019-05-14 10:13:00,3,2019-05-14 10:21:00
2019-05-14 11:14:00,-3,2019-05-14 11:26:00
2019-05-14 14:43:00,-3,2019-05-14 14:50:00
2019-05-15 10:08:00,3,2019-05-15 10:19:00
2019-05-15 13:23:00,3,2019-05-15 13:33:00
2019-05-16 10:33:00,3,2019-05-16 10:47:00
2019-05-16 14:08:00,3,2019-05-16 14:15:00
2019-05-17 10:18:00,-3,2019-05-17 10:30:00
2019-05-17 13:16:00,-3,2019-05-17 13:25:00
2019-05-20 10:00:00,-3,2019-05-20 10:07:00
2019-05-20 11:07:00,3,2019-05-20 11:18:00
2019-05-21 11:20:00,3,2019-05-21 11:25:00
2019-05-21 14:48:00,-3,2019-05-21 14:59:00
2019-05-22 11:00:00,-3,2019-05-22 11:07:00
2019-05-22 13:50:00,-3,2019-05-22 13:58:00
2019-05-23 09:58:00,-3,2019-05-23 10:09:00
2019-05-23 10:40:00,3,2019-05-23 10:55:00
2019-05-23 11:24:00,-3,2019-05-23 13:01:00
2019-05-23 13:58:00,-3,2019-05-23 14:08:00
2019-05-24 13:15:00,-3,2019-05-24 13:23:00
2019-05-24 14:37:00,3,2019-05-24 14:45:00
2019-05-27 10:03:00,3,2019-05-27 10:11:00
2019-05-27 14:03:00,3,2019-05-27 14:14:00
2019-05-28 14:21:00,-3,2019-05-28 14:32:00
2019-05-29 13:34:00,3,2019-05-29 13:39:00
2019-05-30 10:11:00,-3,2019-05-30 10:22:00
2019-05-30 13:44:00,-3,2019-05-30 13:50:00
2019-05-31 10:35:00,3,2019-05-31 10:42:00
2019-05-31 13:44:00,-3,2019-05-31 13:59:00
2019-06-03 10:46:00,-3,2019-06-03 10:55:00
2019-06-03 13:30:00,3,2019-06-03 13:38:00
2019-06-04 10:32:00,-3,2019-06-04 10:39:00
2019-06-04 13:46:00,-3,2019-06-04 13:55:00
2019-06-05 13:14:00,3,2019-06-05 13:22:00
2019-06-05 14:27:00,-3,2019-06-05 14:43:00
2019-06-06 10:11:00,-3,2019-06-06 10:26:00
2019-06-10 11:26:00,3,2019-06-10 13:04:00
2019-06-10 14:07:00,-3,2019-06-10 14:12:00
2019-06-11 09:52:00,3,2019-06-11 10:07:00
2019-06-11 14:09:00,3,2019-06-11 14:17:00
2019-06-12 10:19:00,-3,2019-06-12 10:27:00
2019-06-13 10:28:00,-3,2019-06-13 10:33:00
2019-06-13 11:09:00,3,2019-06-13 11:17:00
2019-06-14 13:16:00,-3,2019-06-14 13:26:00
2019-06-14 14:32:00,-3,2019-06-14 14:39:00
2019-06-17 09:48:00,3,2019-06-17 10:00:00
2019-06-17 10:42:00,-3,2019-06-17 10:48:00
2019-06-19 09:47:00,3,2019-06-19 09:53:00
2019-06-19 10:56:00,-3,2019-06-19 11:03:00
2019-06-19 13:10:00,3,2019-06-19 13:19:00
2019-06-19 14:02:00,-3,2019-06-19 14:08:00
2019-06-19 14:52:00,-3,2019-06-19 14:58:00
2019-06-20 10:42:00,3,2019-06-20 10:48:00
2019-06-21 09:41:00,3,2019-06-21 09:47:00
2019-06-24 10:06:00,-3,2019-06-24 10:14:00
2019-06-25 10:12:00,-3,2019-06-25 10:18:00
2019-06-25 14:07:00,3,2019-06-25 14:14:00
2019-06-26 10:12:00,3,2019-06-26 10:18:00
2019-06-27 10:12:00,3,2019-06-27 10:20:00
2019-06-27 10:33:00,-3,2019-06-27 10:41:00
2019-06-27 11:22:00,3,2019-06-27 13:05:00
2019-06-27 14:20:00,-3,2019-06-27 14:27:00
2019-06-28 10:06:00,-3,2019-06-28 10:18:00
2019-06-28 10:35:00,-3,2019-06-28 10:44:00
2019-06-28 13:59:00,-3,2019-06-28 14:06:00
2019-06-28 14:47:00,3,2019-06-28 14:58:00
2019-07-01 14:01:00,3,2019-07-01 14:06:00
2019-07-02 09:45:00,-3,2019-07-02 09:53:00
2019-07-02 13:44:00,-3,2019-07-02 14:03:00
2019-07-02 14:50:00,3,2019-07-02 14:57:00
2019-07-03 09:48:00,-3,2019-07-03 09:54:00
2019-07-04 09:40:00,3,2019-07-04 09:48:00
2019-07-04 11:09:00,-3,2019-07-04 11:15:00
2019-07-04 14:18:00,-3,2019-07-04 14:24:00
2019-07-05 13:20:00,3,2019-07-05 13:29:00
2019-07-08 10:09:00,-3,2019-07-08 10:15:00
2019-07-08 10:41:00,-3,2019-07-08 10:57:00
2019-07-09 11:10:00,-3,2019-07-09 11:22:00
2019-07-09 14:38:00,3,2019-07-09 14:45:00
2019-07-10 10:10:00,-3,2019-07-10 10:17:00
2019-07-11 09:46:00,3,2019-07-11 09:53:00
2019-07-11 13:40:00,-3,2019-07-11 13:49:00
2019-07-12 10:05:00,3,2019-07-12 10:12:00
2019-07-12 10:43:00,-3,2019-07-12 10:51:00
2019-07-15 10:11:00,-3,2019-07-15 10:18:00
2019-07-15 10:28:00,3,2019-07-15 10:38:00
2019-07-15 13:15:00,3,2019-07-15 13:21:00
2019-07-15 14:42:00,-3,2019-07-15 14:50:00
2019-07-16 09:51:00,3,2019-07-16 10:01:00
2019-07-16 13:26:00,-3,2019-07-16 13:36:00
2019-07-16 14:33:00,3,2019-07-16 14:38:00
2019-07-17 09:46:00,3,2019-07-17 09:51:00
2019-07-17 11:14:00,-3,2019-07-17 11:19:00
2019-07-17 13:14:00,3,2019-07-17 13:21:00
2019-07-17 14:10:00,-3,2019-07-17 14:18:00
2019-07-18 09:39:00,-3,2019-07-18 09:47:00
2019-07-18 14:13:00,3,2019-07-18 14:23:00
2019-07-19 10:01:00,3,2019-07-19 10:07:00
2019-07-19 13:12:00,-3,2019-07-19 13:42:00
2019-07-22 09:52:00,-3,2019-07-22 09:58:00
2019-07-23 14:07:00,3,2019-07-23 14:12:00
2019-07-24 09:54:00,3,2019-07-24 10:06:00
2019-07-24 13:45:00,-3,2019-07-24 13:56:00
2019-07-24 14:33:00,-3,2019-07-24 14:40:00
2019-07-25 10:59:00,3,2019-07-25 11:06:00
2019-07-25 14:32:00,-3,2019-07-25 14:37:00
2019-07-26 09:38:00,3,2019-07-26 09:47:00
2019-07-26 10:30:00,-3,2019-07-26 10:41:00
2019-07-26 13:47:00,3,2019-07-26 13:58:00
2019-07-29 09:43:00,3,2019-07-29 09:49:00
2019-07-29 10:28:00,-3,2019-07-29 10:38:00
2019-07-29 13:33:00,-3,2019-07-29 13:42:00
2019-07-29 14:38:00,3,2019-07-29 14:48:00
2019-07-30 09:57:00,3,2019-07-30 10:07:00
2019-07-30 10:39:00,3,2019-07-30 10:44:00
2019-07-30 11:27:00,-3,2019-07-30 13:07:00
2019-07-30 13:27:00,-3,2019-07-30 13:42:00
2019-07-31 09:43:00,-3,2019-07-31 09:50:00
2019-07-31 13:02:00,3,2019-07-31 13:14:00
2019-08-01 09:39:00,-3,2019-08-01 09:45:00
2019-08-01 10:34:00,-3,2019-08-01 10:50:00
2019-08-02 09:56:00,-3,2019-08-02 10:03:00
2019-08-02 14:39:00,3,2019-08-02 14:47:00
2019-08-05 10:22:00,3,2019-08-05 10:35:00
2019-08-05 11:06:00,-3,2019-08-05 11:18:00
2019-08-05 14:35:00,-3,2019-08-05 14:47:00
2019-08-06 10:46:00,-3,2019-08-06 10:54:00
2019-08-06 13:39:00,3,2019-08-06 13:57:00
2019-08-06 14:49:00,-3,2019-08-06 14:56:00
2019-08-07 09:50:00,3,2019-08-07 10:00:00
2019-08-09 10:22:00,3,2019-08-09 10:29:00
2019-08-09 11:15:00,-3,2019-08-09 11:21:00
2019-08-09 14:13:00,-3,2019-08-09 14:24:00
2019-08-12 10:52:00,3,2019-08-12 10:58:00
2019-08-12 13:32:00,-3,2019-08-12 13:39:00
2019-08-12 14:10:00,3,2019-08-12 14:15:00
2019-08-13 10:31:00,-3,2019-08-13 10:42:00
2019-08-13 13:06:00,-3,2019-08-13 13:17:00
2019-08-13 14:22:00,3,2019-08-13 14:34:00
2019-08-14 10:09:00,3,2019-08-14 10:14:00
2019-08-14 10:44:00,-3,2019-08-14 10:49:00
2019-08-14 14:32:00,-3,2019-08-14 14:42:00
2019-08-15 09:49:00,-3,2019-08-15 10:04:00
2019-08-15 10:29:00,3,2019-08-15 10:40:00
2019-08-15 13:58:00,3,2019-08-15 14:05:00
2019-08-16 10:19:00,3,2019-08-16 10:36:00
2019-08-16 13:11:00,3,2019-08-16 13:25:00
2019-08-19 10:57:00,3,2019-08-19 11:04:00
2019-08-20 10:12:00,3,2019-08-20 10:19:00
2019-08-20 13:15:00,-3,2019-08-20 13:23:00
2019-08-20 13:59:00,-3,2019-08-20 14:07:00
2019-08-20 14:49:00,-3,2019-08-20 14:58:00
2019-08-21 13:02:00,3,2019-08-21 13:13:00
2019-08-22 10:17:00,-3,2019-08-22 10:23:00
2019-08-22 14:29:00,3,2019-08-22 14:35:00
2019-08-23 10:29:00,-3,2019-08-23 10:35:00
2019-08-23 10:51:00,3,2019-08-23 10:59:00
2019-08-26 09:42:00,-3,2019-08-26 09:47:00
2019-08-26 13:20:00,3,2019-08-26 13:32:00
2019-08-27 09:41:00,3,2019-08-27 09:52:00
2019-08-27 10:45:00,3,2019-08-27 10:59:00
2019-08-27 13:21:00,-3,2019-08-27 13:32:00
2019-08-28 10:50:00,-3,2019-08-28 11:01:00
2019-08-28 13:53:00,3,2019-08-28 14:08:00
2019-08-28 14:49:00,-3,2019-08-28 14:56:00
2019-08-30 09:45:00,3,2019-08-30 09:52:00
2019-08-30 10:59:00,-3,2019-08-30 11:11:00
2019-08-30 13:38:00,-3,2019-08-30 13:56:00
2019-09-02 09:57:00,3,2019-09-02 10:05:00
2019-09-02 13:19:00,3,2019-09-02 13:29:00
2019-09-04 10:05:00,3,2019-09-04 10:11:00
2019-09-04 13:22:00,-3,2019-09-04 13:30:00
2019-09-04 14:19:00,3,2019-09-04 14:35:00
2019-09-05 09:43:00,3,2019-09-05 09:53:00
2019-09-05 10:25:00,3,2019-09-05 10:38:00
2019-09-05 14:09:00,-3,2019-09-05 14:14:00
2019-09-06 13:55:00,-3,2019-09-06 14:01:00
2019-09-09 11:23:00,3,2019-09-09 13:02:00
2019-09-10 10:23:00,-3,2019-09-10 10:30:00
2019-09-10 13:34:00,3,2019-09-10 13:50:00
2019-09-11 10:01:00,3,2019-09-11 10:15:00
2019-09-11 10:54:00,-3,2019-09-11 11:02:00
2019-09-11 13:48:00,-3,2019-09-11 14:00:00
2019-09-12 13:22:00,3,2019-09-12 13:31:00
2019-09-12 13:47:00,-3,2019-09-12 13:57:00
2019-09-16 10:22:00,3,2019-09-16 10:28:00
2019-09-16 11:12:00,-3,2019-09-16 11:18:00
2019-09-16 13:47:00,3,2019-09-16 13:56:00
2019-09-16 14:27:00,-3,2019-09-16 14:39:00
2019-09-17 09:55:00,-3,2019-09-17 10:02:00
2019-09-17 10:30:00,-3,2019-09-17 10:37:00
2019-09-17 13:37:00,-3,2019-09-17 13:49:00
2019-09-18 10:59:00,3,2019-09-18 11:05:00
2019-09-18 13:23:00,-3,2019-09-18 13:28:00
2019-09-18 14:43:00,-3,2019-09-18 14:50:00
2019-09-19 10:49:00,3,2019-09-19 10:55:00
2019-09-19 14:35:00,3,2019-09-19 14:48:00
2019-09-20 09:53:00,3,2019-09-20 10:01:00
2019-09-20 13:04:00,-3,2019-09-20 13:15:00
2019-09-20 13:35:00,3,2019-09-20 13:46:00
2019-09-23 10:10:00,-3,2019-09-23 10:27:00
2019-09-24 10:20:00,3,2019-09-24 10:32:00
2019-09-24 11:13:00,3,2019-09-24 11:25:00
2019-09-24 13:32:00,-3,2019-09-24 13:42:00
2019-09-24 14:32:00,-3,2019-09-24 14:40:00
2019-09-25 10:24:00,-3,2019-09-25 10:32:00
2019-09-25 13:39:00,3,2019-09-25 13:47:00
2019-09-25 14:26:00,-3,2019-09-25 14:32:00
2019-09-26 10:29:00,-3,2019-09-26 10:37:00
2019-09-26 11:14:00,-3,2019-09-26 11:26:00
2019-09-26 14:15:00,-3,2019-09-26 14:27:00
2019-09-27 09:58:00,3,2019-09-27 10:03:00
2019-09-27 10:53:00,3,2019-09-27 11:02:00
2019-09-27 14:11:00,-3,2019-09-27 14:17:00
2019-09-30 09:57:00,-3,2019-09-30 10:03:00
2019-09-30 11:08:00,-3,2019-09-30 11:14:00
2019-09-30 13:50:00,3,2019-09-30 13:58:00
2019-10-08 10:15:00,3,2019-10-08 10:24:00
2019-10-08 10:47:00,-3,2019-10-08 10:53:00
2019-10-08 13:38:00,-3,2019-10-08 13:48:00
2019-10-09 13:31:00,3,2019-10-09 13:38:00
2019-10-09 14:13:00,3,2019-10-09 14:25:00
2019-10-10 09:57:00,3,2019-10-10 10:08:00
2019-10-10 10:50:00,3,2019-10-10 10:56:00
2019-10-10 14:17:00,3,2019-10-10 14:26:00
2019-10-11 10:03:00,-3,2019-10-11 10:09:00
2019-10-11 10:37:00,-3,2019-10-11 10:50:00
2019-10-11 13:21:00,3,2019-10-11 13:32:00
2019-10-14 09:40:00,3,2019-10-14 09:52:00
2019-10-14 10:49:00,3,2019-10-14 10:55:00
2019-10-14 13:15:00,-3,2019-10-14 13:20:00
2019-10-15 09:42:00,-3,2019-10-15 09:49:00
2019-10-15 10:21:00,-3,2019-10-15 10:28:00
2019-10-15 13:29:00,-3,2019-10-15 13:35:00
2019-10-16 10:25:00,3,2019-10-16 10:30:00
2019-10-16 11:12:00,3,2019-10-16 11:20:00
2019-10-16 13:16:00,-3,2019-10-16 13:32:00
2019-10-18 13:44:00,-3,2019-10-18 14:00:00
