DATETIME,open,close,high,low
2008-02-04,134.21,131.65,135.9,131.42
2008-02-05,130.43,129.36,134.0,128.9
2008-02-06,130.83,122.0,131.92,121.77
2008-02-07,119.97,121.24,124.78,117.27
2008-02-08,122.08,125.48,125.7,121.6
2008-02-11,128.01,129.45,129.98,127.2
2008-02-12,130.7,124.86,131.0,123.62
2008-02-13,126.68,129.4,129.78,125.63
2008-02-14,129.4,127.46,130.8,127.01
2008-02-15,126.27,124.63,127.08,124.06
2008-02-19,125.99,122.18,126.75,121.44
2008-02-20,122.2,123.82,124.6,121.68
2008-02-21,126.05,121.54,126.47,120.86
