DATETIME,open,close,high,low
2008-01-07,181.25,177.64,183.6,170.23
2008-01-08,180.14,171.25,182.46,170.8
2008-01-09,171.3,179.4,179.5,168.3
2008-01-10,177.58,178.02,181.0,175.41
2008-01-11,176.0,172.69,177.85,170.0
2008-01-14,177.52,178.78,179.42,175.17
2008-01-15,177.72,169.04,179.22,164.66
2008-01-16,165.23,159.64,169.01,156.7
2008-01-17,161.51,160.89,165.36,158.42
2008-01-18,161.71,161.36,165.75,159.61
2008-01-22,148.02,155.64,159.98,146.0
2008-01-23,136.21,139.072,140.0,126.14
2008-01-24,139.99,135.6,140.7,132.01
2008-01-25,138.99,130.01,139.09,129.61
2008-01-28,128.16,130.01,133.2,126.45
2008-01-29,131.15,131.54,132.79,129.05
2008-01-30,131.37,132.18,135.45,130.0
2008-01-31,129.45,135.36,136.65,129.4
2008-02-01,136.24,133.75,136.59,132.18
